lastname,taxid,mpin,provstatus,provtype,orgtypecd,state
PROSPECT MANCHESTER HOSPITAL            ,812216981,422875,P,O,1,CT
PROSSER MEMORIAL HOSPITAL               ,916013490,570377,P,O,1,WA
PROVENA SAINT JOSEPH MEDICAL CENTER     ,364195126,3692294,N,O,1,IL
PROVENANT MERCY MEDICAL CENTER          ,840407041,1187694,N,O,1,CO
PROVHOSP                                ,288888888,1807546,N,O,1,NJ
PROVIDE CARE INC                        ,411739965,2763721,P,O,1,MN
PROVIDENCE ALASKA MEDICAL CENT          ,920016429,1961531,P,O,1,OR
PROVIDENCE BEHAVIORAL HEALTH HOSPITAL   ,43398280,336714,P,O,1,MA
PROVIDENCE CENTER INC                   ,50316969,1423495,P,O,1,RI
PROVIDENCE CENTER/OP PROG               ,50316969,1423499,N,O,1,RI
PROVIDENCE CENTRALIA HOSPITAL           ,910573108,521320,P,O,1,WA
PROVIDENCE COMMUNITY ACTION             ,50303664,2156640,N,O,1,RI
PROVIDENCE FOREST VIEW                  ,920154835,3427942,N,O,1,AK
PROVIDENCE HEALTH CENTER                ,741109636,523710,P,O,1,TX
PROVIDENCE HOLY CROSS MED CTR           ,954582647,173480,P,O,1,WA
PROVIDENCE HOLY FAMILY HOSPITAL         ,910606059,294190,P,O,1,WA
PROVIDENCE HOLY FAMILY HOSPITAL         ,352345508,294190,P,O,1,WA
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL ,931265038,878490,P,O,1,OR
PROVIDENCE HOSPITAL                     ,352546435,2306235,P,O,1,SC
PROVIDENCE HOSPITAL                     ,570314409,2306235,P,O,1,SC
PROVIDENCE HOSPITAL                     ,630288861,408914,P,O,1,GA
PROVIDENCE HOSPITAL                     ,530196636,69503,P,O,1,MD
PROVIDENCE HOSPITAL & MED CTR           ,381358212,218548,P,O,1,MI
PROVIDENCE HOSPITAL NORTHEAST           ,570314409,2307272,P,O,1,SC
PROVIDENCE HOSPITAL OF NORTH HOUSTON    ,474458944,6096119,N,O,1,TX
PROVIDENCE KODIAK ISLAND MED CENTER     ,920016581,300952,P,O,1,AK
PROVIDENCE KODIAK ISLAND MED CTR        ,920016429,1449061,P,O,1,OR
PROVIDENCE KODIAK ISLAND MED CTR        ,911784793,1449061,P,O,1,OR
PROVIDENCE LITTLE CO OF MARY MED CTR TOR,952030251,108860,P,O,1,CA
PROVIDENCE LITTLE CO OF MARY MED CTR TOR,421672810,108860,P,O,1,CA
PROVIDENCE LITTLE COMPANY OF MARY MEDICA,951583008,605413,P,O,1,CA
PROVIDENCE LITTLE COMPANY OF MARY MEDICA,421672806,605413,P,O,1,CA
PROVIDENCE MEDFORD HOSP & MED CT        ,930386912,552334,P,O,1,OR
PROVIDENCE MEDICAL CENTER               ,470566524,185594,P,O,1,NE
PROVIDENCE MEDICAL CENTER               ,462162669,390132,P,O,1,MO
PROVIDENCE MILWAUKIE HOSPITAL           ,930924302,436936,P,O,1,OR
PROVIDENCE MT CARMEL HOSPITAL           ,320260353,465453,P,O,1,WA
PROVIDENCE NEWBERG MEDICAL              ,831146501,5760963,N,O,1,OR
PROVIDENCE NEWBERG MEDICAL CENTER       ,931146501,1150380,P,O,1,OR
PROVIDENCE OF ARIZONA                   ,860706547,1925801,N,O,1,VA
PROVIDENCE PARK HOSPITAL                ,381358212,2941310,P,O,1,MI
PROVIDENCE PORTLAND MEDICAL CENTER      ,930386906,15404,P,O,1,OR
PROVIDENCE REGIONAL MEDICAL CTR EVERETT ,352346161,54458,P,O,1,WA
PROVIDENCE SACRED HEART MED CTR & CHILD ,364640211,260502,P,O,1,WA
PROVIDENCE SACRED HEART MED CTR & CHILD ,910393510,260502,P,O,1,WA
PROVIDENCE SAINT JOHNS HEALTH CENTER    ,954446010,602261,P,O,1,CA
PROVIDENCE SAINT JOHNS HEALTH CENTER    ,951684082,602261,P,O,1,CA
PROVIDENCE SAINT JOSEPH MEDICAL CENTER  ,951675600,620445,P,O,1,WA
PROVIDENCE SC                           ,571032900,2403599,N,O,1,SC
PROVIDENCE SEASIDE HOSPITAL             ,930796090,508629,P,O,1,OR
PROVIDENCE SEWARD MEDICAL AND CARE CTR  ,611442487,6987,P,O,1,AK
PROVIDENCE SEWARD MEDICAL AND CARE CTR  ,920165511,6987,P,O,1,AK
PROVIDENCE ST ELIZABETH                 ,951675600,1971690,N,O,1,CA
PROVIDENCE ST JOS M CR-PO               ,810463482,661901,P,O,1,WA
PROVIDENCE ST JOSEPH HOSPITAL           ,611570502,699808,P,O,1,WA
PROVIDENCE ST MARY MEDICAL CENTER       ,300502262,321511,P,O,1,WA
PROVIDENCE ST MARY MEDICAL CENTER       ,910564994,321511,P,O,1,WA
PROVIDENCE ST PETER HOSPITAL            ,910567732,262756,P,O,1,WA
PROVIDENCE ST VINCENT MED CTR           ,930386929,104986,P,O,1,OR
PROVIDENCE TARZANA MEDICAL CENTER       ,510216589,2949949,P,O,1,WA
PROVIDENCE WILLAMETTE FALLS MEDICAL CTR ,930426018,433467,P,O,1,OR
PROVIDENCE WILLAMETTE FALLS MEDICAL CTR ,611659489,433467,P,O,1,OR
PROVIDENT HOSPITAL OF COOK CO           ,366006541,1104395,P,O,1,IL
PROVINCIAL HOSP                         ,381780425,299733,N,O,1,MI
PROVKAT                                 ,288888888,1807562,N,O,1,NJ
PROWERS MEDICAL CENTER                  ,840584583,134037,P,O,1,CO
PROXY MEDICAL                           ,331144645,3031566,N,O,1,FL
PSI RALEIGH SOLUTIONS CTR               ,621692189,1803981,P,O,1,TN
P-SL MEDICAL CENTER                     ,742568941,2400475,N,O,1,CO
PSL MEDICAL CTR                         ,841321373,1020336,P,O,1,GA
PSYCH CARE CENTER                       ,680342989,2427098,N,O,1,CA
PSYCHCARE MANAGEMENT                    ,431618045,1050948,N,O,1,MO
PSYCHCARE MANAGEMENT                    ,488649405,1050948,N,O,1,MO
PUBLIC GENERAL HOSP SOC/CHATHAM         ,0,889938,N,O,1,ON
PUBLIC HEALTH SVC INDIAN H0SP           ,460439432,1924947,N,O,1,SD
PUBLIC HEALTH SVC INDIAN HOSP           ,850434235,778668,N,O,1,NM
PUEBLO PINTADO HEALTH CENTER            ,860719857,5975784,N,O,1,NM
PUERTO RICO CHILDRENS HOSPITAL          ,660680908,3082574,P,O,1,PR
PULASKI COMMUNITY HOSPITAL              ,540941129,1625641,P,O,1,VA
PULASKI COUNTY MEMORIAL                 ,436004535,553983,N,O,1,MO
PULASKI MEMORIAL HOSPITAL MED & SURG GRP,351097674,711489,P,O,1,IN
PULLMAN REGIONAL HOSPITAL               ,911031583,127685,P,O,1,WA
PUNXSUTAWNEY AREA HOSPITAL              ,250965210,701794,P,O,1,PA
PURCELL MUNICIPAL HOSPITAL              ,730790960,325005,P,O,1,OK
PUSHMATAHA HOSPITAL                     ,736069650,106095,P,O,1,OK
PUTNAM COMMUNITY MEDICAL CENTER         ,621818453,123444,P,O,1,GA
PUTNAM COMMUNITY MEDICAL CENTER         ,472762362,123444,P,O,1,GA
PUTNAM COUNTY HOSPITAL                  ,351140835,430495,P,O,1,IN
PUTNAM COUNTY MEMORIAL HOSPITAL         ,430794461,712389,P,O,1,MO
PUTNAM GENERAL HOSPITAL                 ,581020324,299672,P,O,1,GA
PUTNAM HOSPITAL CENTER                  ,146019179,84500,P,O,1,NY
QUALITY NURSING                         ,391772780,2388871,N,O,1,WI
QUANTUM PROCESSING SERVICES CO          ,752683071,2310210,N,O,1,TX
QUARTZ MOUNTAIN MEDICAL CENTER          ,680612211,564444,P,O,1,TX
QUEBRADILLAS MEDICAL CENTER             ,660719211,3314602,P,O,1,PR
QUEEN CITY REGIONAL MEDICAL CLINIC      ,460360899,5728958,P,O,1,SD
QUEEN ELIZABETH HOSPITAL                ,0,364094,N,O,1,PE
QUEEN ELIZABETH HOSPITAL                ,0,302956,N,O,1,PQ
QUEEN ELIZABETH II HOSPITAL             ,0,918119,N,O,1,AB
QUEEN OF THE VALLEY MEDICAL CENTER      ,941243669,44532,P,O,1,CA
QUEENS GENERAL HOSPITAL                 ,999999998,3370819,N,O,1,NS
QUEENS HOSPITAL CENTER                  ,132655001,741576,P,O,1,NY
QUEENS MEDICAL CENTER                   ,990073524,968173,P,O,1,HI
QUEENS MEDICAL CENTER WEST OAHU         ,990073524,4442666,P,O,1,HI
QUEENSWAY CARLETON HOSPITAL             ,0,590935,N,O,1,ON
QUENTIN MEASE COMMUNITY HOSPITAL        ,741536936,2105032,P,O,1,TX
QUENTIN N BRDCK MEML HLTH FACILITY      ,450442285,1614672,N,O,1,SD
QUIGLEY MEMORIAL HOSPITAL               ,43046629,663340,N,O,1,MA
QUINCY MEDICAL CENTER                   ,452465238,552244,N,O,1,MA
QUINCY MEDICAL CENTER                   ,43477239,552244,N,O,1,MA
QUINCY VALLEY HOSPITAL                  ,916016045,571802,P,O,1,WA
QUITMAN COUNTY HOSP                     ,20654256,119590,P,O,1,MS
R W BLISS ACH HSXJ-PA                   ,742452845,332556,N,O,1,AZ
R W BLISS ARMY COMMUNITY HEALTH CENTER  ,860980378,1703080,N,O,1,AZ
RADER INSTITUTE                         ,741801501,1203191,N,O,1,TX
RADIUS SPECIALTY HOSPITAL               ,203254587,2643484,N,O,1,MA
RADY CHILDREN'S HOSPITAL- SAN DIEGO     ,951691313,371191,P,O,1,CA
RAINBOW BABIES & CHILDRENS HOSP         ,341567805,828898,N,O,1,OH
RAINY LAKE MEDICAL CENTER               ,410726171,88755,P,O,1,MN
RAJESH MEHTA                            ,464548591,5253068,N,O,1,TX
RALEIGH COMMUNITY HOSPITAL              ,640918722,2091382,N,O,1,MS
RALEIGH GENERAL HOSPITAL                ,550261260,51726,P,O,1,WV
RALPH BHARATI MD PA                     ,481177177,2313811,P,O,1,KS
RAMAPO GENERAL HOSPITAL                 ,132525598,410399,N,O,1,NY
RAMON E BETANCES HSP/MAYAGUEZ MC        ,660436342,883157,N,O,1,PR
RAMSEY-HASTINGS CLINIC                  ,410797853,1856369,N,O,1,MN
RANCHO ENCINO HOSPITAL                  ,953376963,573193,N,O,1,CA
RANCHO LOS AMIGOS MEDICAL CENTER        ,956000927,686120,N,O,1,CA
RANCHO SPRINGS MEDICAL CENTER           ,233059262,2801007,P,O,1,CA
RANDOLPH HOSPITAL                       ,560530234,400812,P,O,1,NC
RANDOLPH MEDICAL CENTER                 ,203499059,169196,P,O,1,AL
RANGELY DISTRICT HOSPITAL               ,846014785,456257,P,O,1,CO
RANGER GENERAL HOSPITAL                 ,750964540,423954,N,O,1,TX
RANKIN COUNTY HOSPITAL DISTRICT         ,751248028,475795,P,O,1,TX
RANKIN MEDICAL CENTER                   ,426845318,1872555,N,O,1,OH
RANKIN MEDICAL CENTER                   ,640885458,1872555,N,O,1,MS
RANSOM MEMORIAL HOSPITAL                ,486038162,32082,P,O,1,KS
RAPID CITY IHS HOSPITAL                 ,460439438,893184,N,O,1,SD
RAPID CITY REGIONAL HOSPITAL            ,460319070,140241,P,O,1,SD
RAPIDES GENERAL HOSPITAL                ,720423603,2402690,N,O,1,LA
RAPIDES REGIONAL MEDICAL CENTE          ,611267229,1183959,P,O,1,LA
RAPPAHANNOCK GENERAL HOSPITAL           ,237424835,233943,P,O,1,VA
RARITAN BAY MEDICAL CTRE                ,221494442,240548,P,O,1,NJ
RAULERSON HOSPITAL                      ,591833934,1736023,P,O,1,GA
RAWLINS COUNTY HOSPITAL                 ,480545181,401825,P,O,1,KS
RAY COUNTY MEMORIAL HOSPITAL            ,446006038,556885,P,O,1,MO
RAYMOND W BLISS ARMY HOSP               ,742452845,1681740,N,O,1,AZ
RAYNE BRANCH HOSPITAL                   ,726013008,131529,N,O,1,LA
RC HOSPITAL AND CLINICS                 ,416005880,318081,P,O,1,MN
READING HOSPITAL                        ,231352204,2420088,P,O,1,PA
READING HOSPITAL DEPARTMENT OF PATHOLOGY,231352204,3554478,N,O,1,PA
REAGAN MEMORIAL HOSPITAL                ,756003050,662963,P,O,1,TX
REAL DVH HOSPITAL                       ,0,372994,N,O,1,CA
REBECCA SEALY HOSPITAL-UTMB             ,741109625,540679,P,O,1,TX
RECEIVABLES RECOVERY                    ,210634532,1541794,P,O,1,NJ
RECINTO DE CIENCIAS MEDICAS             ,660433762,2155839,N,O,1,PR
RECOVERY CENTER AT ST FRANCIS           ,480547719,2637377,N,O,1,MN
RECOVERY CONTINUUM SVCS                 ,680426568,1957518,N,O,1,CA
RECOVERY INN OF MENLO PARK              ,770311644,2170276,N,O,1,CA
RECOVERY RESOURCES                      ,341211116,1367291,P,O,1,OH
RED BAY HOSPITAL                        ,472323163,161145,P,O,1,AL
RED BAY HOSPITAL                        ,630288825,161145,P,O,1,AL
RED BUD ILLINOIS HOSPITAL COMPANY       ,371320188,87112,P,O,1,IL
RED BUD ILLINOIS HOSPITAL COMPANY       ,364443919,87112,P,O,1,MO
RED LAKE MARGARET CCHNR MEM HOSP        ,0,493258,N,O,1,ON
RED ROCK FAMILY PRACTICE                ,830334941,2826744,N,O,1,WY
REDCO GROUP                             ,232181371,2196765,P,O,1,PA
REDDING MEDICAL CENTER                  ,752918807,35761,N,O,1,CA
REDFIELD CLINIC                         ,466000400,2512013,N,O,1,SD
REDFORD COMMUNITY HOSPITAL              ,381526041,329762,N,O,1,MI
REDINGTON-FAIRVIEW GENERAL HOSPITAL     ,10284446,285033,P,O,1,ME
REDLANDS COMMUNITY HOSPITAL             ,951643347,580510,P,O,1,CA
REDMOND REGIONAL MEDICAL CENTER         ,204203827,862190,P,O,1,GA
REDMOND REGIONAL MEDICAL CENTER         ,581123037,862190,P,O,1,GA
REDOAK HOSPITAL                         ,454432712,3572682,P,O,1,TX
REDWOOD AREA HOSPITAL                   ,411420529,414350,P,O,1,MN
REDWOOD MEMORIAL HOSPITAL               ,941384665,2703358,P,O,1,CA
REEDSBURG AREA MEDICAL CTR              ,391091432,320489,P,O,1,WI
REEDSBURG AREA MEDICAL CTR              ,391128616,320489,P,O,1,WI
REEVES COUNTY HOSPITAL DISTRICT         ,752301801,248918,P,O,1,TX
REEVES MEMORIAL MEDICAL CENTER          ,720685207,91436,P,O,1,LA
REFUGIO CO MEMORIAL HOSPITAL            ,741915330,322882,P,O,1,TX
REGENCE HEALTH NETWORK                  ,751414940,2992175,N,O,1,TX
REGENCY CTR FOR WOMEN & INFANTS         ,590724462,3188696,N,O,1,FL
REGENCY HOSP NW ARKANSAS                ,200226432,2475276,P,O,1,PA
REGENCY HOSPITAL COLUMBUS               ,562569339,2894885,P,O,1,PA
REGENCY HOSPITAL MINNEAPOLIS            ,201186605,2361651,P,O,1,PA
REGENCY HOSPITAL OF CLEVELAND WEST      ,205457719,2828192,P,O,1,PA
REGENCY HOSPITAL OF TOLEDO              ,203802570,2898274,P,O,1,PA
REGENCY HOSPITAL-CINCINNATI             ,200436973,2579979,P,O,1,PA
REGENCY HOSPITAL-SPRINGDALE             ,200226432,2705731,P,O,1,PA
REGENCY NORTHWEST INDIANA               ,161647691,2383930,P,O,1,PA
REGENCY PORTER COUNTY                   ,161647691,2986727,P,O,1,PA
REGINA HOSPITAL                         ,410740678,2227169,P,O,1,MN
REGINA HOSPITAL                         ,363261413,2227169,P,O,1,MN
REGINAL MEMORIAL HOSPITAL               ,522153271,2287371,N,O,1,CA
REGION 4 HOSPITAL CORP                  ,999999998,1845793,N,O,1,NB
REGIONAL CANCER CARE CENTER OF ANGOLA   ,350211370,2939724,P,O,1,OH
REGIONAL DEL RIO HOSPITAL               ,760398659,1357253,N,O,1,TX
REGIONAL GENERAL HOSPITAL WILLISTON     ,461027216,1871315,P,O,1,FL
REGIONAL HEALTH AUTHORITY FOUR          ,980522511,3420090,N,O,1,NB
REGIONAL HEART DOCTORS RCRH INC         ,460319070,5728844,P,O,1,SD
REGIONAL HLTH SVCS HOWARD COUNTY        ,421021780,2401892,P,O,1,IA
REGIONAL HOSP FOR RESPIRTORY & COMPLEX C,911170040,1706679,P,O,1,WA
REGIONAL HOSPITAL OF SCRANTON           ,274564798,150379,P,O,1,PA
REGIONAL HOSPITAL OF SCRANTON           ,240795456,150379,P,O,1,PA
REGIONAL MED CTR BAYONET POINT          ,204797187,1280452,P,O,1,FL
REGIONAL MED CTR BAYONET POINT          ,621113740,1280452,P,O,1,GA
REGIONAL MED CTR ORANGE CALHOUN         ,576008010,332331,P,O,1,SC
REGIONAL MED EXTENDED CARE HOSPITAL     ,208930584,4109030,P,O,1,TN
REGIONAL MEDICAL CENTER                 ,426037649,691451,P,O,1,IA
REGIONAL MEDICAL CENTER                 ,264480343,2377284,N,O,1,SC
REGIONAL MEDICAL CENTER                 ,223548695,3692341,N,O,1,PA
REGIONAL MEDICAL CENTER                 ,570699192,2377284,N,O,1,SC
REGIONAL MEDICAL CENTER OF ACADIANA     ,581741727,960974,P,O,1,LA
REGIONAL MEDICAL CENTER OF SAN JOSE     ,770498674,55687,P,O,1,GA
REGIONAL MEDICAL CLINIC ASPEN           ,460319070,5728718,P,O,1,SD
REGIONAL MEDICAL CLINIC WHPB            ,460319070,5728817,P,O,1,SD
REGIONAL MEMORIAL HOSPITAL              ,980150075,1159998,N,O,1,CA
REGIONAL MEMORIAL HOSPITAL              ,760398659,975386,N,O,1,TX
REGIONAL MEMORIAL HOSPITAL              ,10245510,1519495,N,O,1,ME
REGIONAL MEMORIAL MEDICAL CTR           ,980116094,958666,N,O,1,CA
REGIONAL ONE HEALTH                     ,621113169,326599,P,O,1,TN
REGIONAL ORTHOPEDICS SPEARFISH REG MED  ,460360899,5728866,P,O,1,SD
REGIONAL URGENT CARE                    ,460319070,5728829,P,O,1,SD
REGIONAL WEST GARDEN COUNTY             ,391904975,550182,P,O,1,NE
REGIONAL WEST MEDICAL CENTER            ,470385129,412072,P,O,1,NE
REGIONS HOSPITAL                        ,410956618,2064,P,O,1,MN
REGIONS MEDICAL CENTER                  ,330786180,2113063,N,O,1,CA
REHAB HOSPITAL OF THE MID STH           ,251697571,1561830,N,O,1,TN
REHABILITATION HOSPITAL OF WISCONSIN    ,262332250,2933650,P,O,1,WI
REHABILITATION INSTITUTE                ,440552045,531040,N,O,1,MO
REHOBOTH MCKINLEY CHRISTIAN HOSP        ,850313268,638249,P,O,1,NM
REID HOSP & HLTH CARE SVCS              ,350892672,736397,P,O,1,UT
REIMB DEPT OF CORRECT                   ,810302402,1693869,N,O,1,MT
REMUDA RANCH CENTER                     ,364446202,2579216,N,O,1,AZ
REMUDA RANCH CENTER                     ,261255198,2579216,N,O,1,AZ
REMUDA RANCH CENTER                     ,205287767,2579216,N,O,1,VA
REN CENTER-SHELBYVILLE                  ,621272812,1154484,N,O,1,TN
RENAISSANCE HOSPITAL DHRS               ,382249569,1911965,N,O,1,MI
RENAISSANCE HOSPITAL INC                ,752408152,721209,N,O,1,TX
RENAISSANCE HOSPITAL TERRELL            ,263354695,361501,N,O,1,TX
RENAISSANCE WOMENS CTR ETC              ,232921399,1465851,N,O,1,TX
RENAL SPECIALISTS OF NAPLES             ,43695318,2057317,N,O,1,FL
RENEWAL CENTERS INC                     ,223690629,2196761,N,O,1,PA
RENFREW CENTER OF CONN                  ,61583596,2211665,P,O,1,PA
RENFREW VICTORIA HOSPITAL               ,0,981125,N,O,1,ON
RENOWN REGIONAL MEDICAL CENTER          ,880213754,569162,P,O,1,NV
RENOWN SOUTH MEADOWS MEDICAL CENTER     ,460517825,1931061,P,O,1,NV
REPUBLIC COUNTY HOSPITAL                ,480666974,1769284,P,O,1,KS
REPUBLIC COUNTY HOSPITAL                ,481226977,1769284,P,O,1,KS
RESCU                                   ,931215396,1901996,N,O,1,CA
RESEARCH MCL CTR BRKSDE CAMPUS          ,542092552,2295011,P,O,1,MO
RESEARCH MEDICAL CENTER                 ,542092552,79787,P,O,1,MO
RESNICK NEUROPSYCHIATRIC HOSP AT UCLA   ,956006143,596877,P,O,1,CA
RESOLUTE HOSPITAL                       ,462942963,4493679,P,O,1,TX
RESOURCE                                ,410828779,5360382,P,O,1,MN
RESTON HOSPITAL CENTER                  ,621777534,293984,P,O,1,VA
RETREAT HOSPITAL                        ,611272890,48032,P,O,1,VA
RETREAT HOSPITAL                        ,621113733,48032,P,O,1,VA
REVITALIZED NATURAL HEALTH              ,850432709,6157897,N,O,1,NM
REX HOSPITAL                            ,561509260,566556,P,O,1,NC
REYNOLDS ARMY COMMUNITY HOSPITAL        ,742452845,1023574,N,O,1,OK
REYNOLDS MEMORIAL HOSPITAL              ,550357045,622426,P,O,1,WV
RHEA MEDICAL CENTER                     ,626014528,554755,P,O,1,TN
RHN CLARK MEMORIAL HOSPITAL             ,474000401,88386,P,O,1,IN
RHN CLARK MEMORIAL HOSPITAL             ,350944638,88386,P,O,1,IN
RHODE ISLAND HOSPITAL                   ,50258954,604647,P,O,1,RI
RHODES J SPEDALE GEN HOS                ,720289500,470080,N,O,1,LA
RICA ROCKVILLE                          ,526002033,1624363,N,O,1,MD
RICE MEDICAL CENTER                     ,270565499,21781,P,O,1,TX
RICE MEMORIAL HOSPITAL                  ,416008913,23816,P,O,1,MN
RICHARD HALL COMMUNITY MENTAL HLTH      ,226002472,2281140,P,O,1,NJ
RICHARD YOUNG HOSPITAL                  ,470379755,24852,P,O,1,NE
RICHARDSON MEDICAL CENTER               ,721179028,494722,P,O,1,LA
RICHLAND HOSPITAL                       ,390808498,424596,P,O,1,WI
RICHLAND MEMORIAL HOSPITAL              ,371363001,207012,P,O,1,IL
RICHLAND PARISH HOSPITAL                ,721179027,656141,P,O,1,LA
RICHLAND PARISH HOSPITAL                ,721179028,1674489,N,O,1,LA
RICHLAND PARISH HOSPITAL/DELHI          ,720696170,494721,N,O,1,LA
RICHMOND EYE & EAR HOSPITAL             ,540541600,555365,P,O,1,VA
RICHMOND GENERAL HOSPITAL               ,0,962921,N,O,1,BC
RICHMOND IMAGING AFFIL                  ,760520431,1445709,N,O,1,TX
RICHMOND UNIVERSITY MEDICAL CENTER      ,743177454,202040,P,O,1,PA
RICHMOND UNIVERSITY MEDICAL CENTER      ,133223075,202040,P,O,1,PA
RICHWOOD AREA COMM HOSPITAL             ,550720620,1630553,N,O,1,WV
RIDDLE MEMORIAL HOSPITAL                ,231529076,364415,P,O,1,PA
RIDEOUT MEMORIAL HOSPITAL               ,941387866,512768,P,O,1,CA
RIDGECREST HOSPITAL                     ,721175169,564673,P,O,1,GA
RIDGECREST HOSPITAL                     ,581667248,1640683,N,O,1,GA
RIDGECREST REGIONAL HOSPITAL            ,952082686,2703391,P,O,1,CA
RIDGEVIEW MEDICAL CENTER                ,311667875,1942704,P,O,1,MN
RIDGEVIEW SIBLEY MEDICAL CENTER         ,411801967,2226610,P,O,1,MN
RILEY HOSPITAL FOR CHILDREN @ IU HEALTH ,351955872,1406618,P,O,1,IN
RINCON MEDICAL CENTER                   ,660640684,2522991,P,O,1,PR
RINGGOLD COUNTY HOSPITAL                ,426037738,272260,P,O,1,IA
RIO GRANDE HOSPITAL                     ,841276376,1373743,P,O,1,CO
RIO GRANDE REGIONAL HOSPITAL            ,621656022,407436,P,O,1,TX
RIO HONDO MEMORIAL HOSPITAL             ,951903935,590504,N,O,1,CA
RIO HONDO MEMORIAL HOSPITAL             ,953755234,1428316,N,O,1,CA
RIPON MEDICAL CENTER                    ,391101287,521176,P,O,1,WI
RIVENDELL W FALLS PSYCH                 ,752501374,1473978,P,O,1,TX
RIVER CREST HOSPITAL                    ,232366041,715519,P,O,1,TX
RIVER FALLS AREA HOSPITAL               ,363261413,220693,P,O,1,WI
RIVER HOSPITAL                          ,810600548,2361649,P,O,1,NY
RIVER OAKS HOSPITAL                     ,200210718,397048,N,O,1,TX
RIVER OAKS HOSPITAL                     ,760354630,397048,N,O,1,TX
RIVER PARISHES HOSPITAL                 ,200959379,429430,P,O,1,LA
RIVER PARK HOSPITAL                     ,202652863,323960,P,O,1,WV
RIVER PARK HOSPITAL                     ,550775665,323960,P,O,1,WV
RIVER VALLEY CLINIC                     ,411492769,2403642,N,O,1,MN
RIVER VALLEY COUNSELING                 ,42174657,2281851,P,O,1,MA
RIVER VALLEY MEDICAL CENTER             ,208631167,14719,P,O,1,AR
RIVER VALLEY MEDICAL CENTER             ,710383863,14719,P,O,1,AR
RIVER WEST MEDICAL CENTER               ,593141470,470082,P,O,1,TX
RIVERBEND BEHAVIORAL HEALTH             ,431868221,1952450,P,O,1,MO
RIVERLAND MEDICAL CENTER                ,720578642,533264,P,O,1,LA
RIVERS EDGE HOSPITAL AND CLINIC         ,416006852,694533,P,O,1,MN
RIVERSIDE                               ,330670879,1075939,N,O,1,OH
RIVERSIDE COMMUNITY CARE                ,43097170,4763445,P,O,1,MA
RIVERSIDE COMMUNITY HOSPITAL            ,720922657,520779,P,O,1,LA
RIVERSIDE COMMUNITY HOSPITAL            ,951642381,573038,P,O,1,CA
RIVERSIDE COMMUNITY HOSPITAL            ,951708743,2741223,N,O,1,CA
RIVERSIDE COMMUNITY HOSPITAL            ,330751869,573038,P,O,1,GA
RIVERSIDE COUNTY REGIONAL               ,956000930,153155,N,O,1,CA
RIVERSIDE DOCTORS HOSP OF WILLIAMSBURG  ,271540267,3608640,P,O,1,VA
RIVERSIDE GENERAL HOSPITAL              ,690931092,1317004,N,O,1,CA
RIVERSIDE GENERAL HOSPITAL              ,226181026,1548516,N,O,1,NJ
RIVERSIDE HOSPITAL                      ,954176925,1721289,N,O,1,TX
RIVERSIDE HOSPITAL                      ,590306605,199859,N,O,1,FL
RIVERSIDE HOSPITAL                      ,630823269,1661945,P,O,1,AL
RIVERSIDE HOSPITAL OF COR               ,741896420,1680116,N,O,1,TX
RIVERSIDE HOSPITAL OF OTTAWA            ,0,813540,N,O,1,ON
RIVERSIDE HOSPITAL/PROF FEES            ,592339918,619358,N,O,1,FL
RIVERSIDE MEDICAL CENTER                ,362414944,696681,P,O,1,IL
RIVERSIDE MEDICAL CENTER                ,720629905,615921,P,O,1,LA
RIVERSIDE MEDICAL CENTER                ,362414994,2062066,N,O,1,IL
RIVERSIDE METHODIST HOSPITAL            ,314394942,57624,P,O,1,OH
RIVERSIDE REGIONAL MED CTR              ,521245746,392239,P,O,1,VA
RIVERSIDE REHABILITATION INST           ,521432269,693045,P,O,1,VA
RIVERSIDE RESOLVE CENTER                ,362414944,2048100,P,O,1,IL
RIVERSIDE TAPPAHANNOCK HOSPITAL         ,541489410,242302,P,O,1,VA
RIVERSIDE WALTER REED HOSP              ,521241836,476009,P,O,1,VA
RIVERTON GENERAL HOSPITAL               ,521247845,1621917,N,O,1,WA
RIVERTON HOSPITAL                       ,942854057,3053919,P,O,1,UT
RIVERVIEW HEALTH INSTITUTE              ,760734987,2416236,N,O,1,OH
RIVERVIEW HEALTHCARE ASSOCIATION        ,410724029,85887,P,O,1,MN
RIVERVIEW HOSP                          ,952590204,328792,N,O,1,CA
RIVERVIEW HOSPITAL                      ,764110440,551394,P,O,1,IN
RIVERVIEW HOSPITAL                      ,351128943,551394,P,O,1,IN
RIVERVIEW HOSPITAL                      ,952590204,404749,N,O,1,CA
RIVERVIEW HOSPITAL                      ,430731317,185783,N,O,1,AR
RIVERVIEW HOSPITAL FOR CHILDREN         ,66000798,670556,N,O,1,CT
RIVERVIEW MEDICAL CENTER                ,621762469,504933,P,O,1,TN
RIVERVIEW MEDICAL CENTER                ,621468987,504933,P,O,1,TN
RIVERVIEW MEDICAL CENTER                ,223471515,510941,P,O,1,NJ
RIVERVIEW REGIONAL MEDICAL CTR          ,472228529,344345,P,O,1,GA
RIVERVIEW REGIONAL MEDICAL CTR          ,208176400,344345,P,O,1,GA
RIVERVIEW REGIONAL MEDICAL CTR          ,631047424,344345,P,O,1,NC
RIVERWEST PHYSICAL THERAPY              ,760496362,2049113,N,O,1,LA
RIVERWOOD HEALTHCARE CENTER             ,410745522,691304,P,O,1,MN
